,gene_name,drug_name,database
639,AKT1,Nilotinib,ChEMBL
640,AKT1,OSI-027,ChEMBL
641,AKT1,OTX015,CTD
642,AKT1,Osimertinib,ChEMBL
643,AKT1,Oxaliplatin,CTD
644,AKT1,PD0325901,ChEMBL
645,AKT1,PD173074,ChEMBL
646,AKT1,PLX-4720,ChEMBL
647,AKT1,Paclitaxel,CTD
648,AKT1,Palbociclib,ChEMBL
649,AKT1,Pictilisib,ChEMBL
650,AKT1,Podophyllotoxin bromide,ChEMBL
651,AKT1,Rapamycin,ChEMBL
652,AKT1,Ribociclib,ChEMBL
653,AKT1,Ruxolitinib,ChEMBL
654,AKT1,SB216763,ChEMBL
655,AKT1,SB505124,ChEMBL
656,AKT1,Sapitinib,ChEMBL
657,AKT1,Savolitinib,ChEMBL
658,AKT1,Selumetinib,ChEMBL
659,AKT1,Sorafenib,"CTD, ChEMBL"
660,AKT1,Staurosporine,"CTD, ChEMBL"
661,AKT1,Tamoxifen,CTD
662,AKT1,Temozolomide,CTD
663,AKT1,Topotecan,ChEMBL
664,AKT1,Tozasertib,ChEMBL
665,AKT1,Trametinib,ChEMBL
666,AKT1,Ulixertinib,ChEMBL
667,AKT1,Uprosertib,"ChEMBL, DGIdb"
668,AKT1,VX-11e,ChEMBL
669,AKT1,Vincristine,CTD
670,AKT1,Vorinostat,"CTD, ChEMBL"
671,AKT1,Wee1 Inhibitor,ChEMBL
672,AKT1S1,AZD4547,CTD
673,AKT1S1,AZD8055,DGIdb
674,AKT1S1,AZD8186,CTD
675,AKT1S1,Fulvestrant,CTD
676,AKT1S1,Leflunomide,CTD
677,AKT1S1,OSI-027,DGIdb
678,AKT2,AT13148,ChEMBL
679,AKT2,AZD1208,ChEMBL
680,AKT2,AZD2014,ChEMBL
681,AKT2,AZD5363,ChEMBL
682,AKT2,AZD5438,ChEMBL
683,AKT2,AZD6482,ChEMBL
684,AKT2,AZD7762,ChEMBL
685,AKT2,AZD8055,ChEMBL
686,AKT2,AZD8186,ChEMBL
687,AKT2,Afatinib,ChEMBL
688,AKT2,Afuresertib,"ChEMBL, DGIdb"
689,AKT2,Alisertib,ChEMBL
690,AKT2,Alpelisib,ChEMBL
691,AKT2,Axitinib,ChEMBL
692,AKT2,BI-2536,ChEMBL
693,AKT2,BMS-345541,ChEMBL
694,AKT2,BMS-754807,ChEMBL
695,AKT2,Buparlisib,ChEMBL
696,AKT2,Carmustine,CTD
697,AKT2,Cediranib,ChEMBL
698,AKT2,Cisplatin,CTD
699,AKT2,Crizotinib,ChEMBL
700,AKT2,Dabrafenib,ChEMBL
701,AKT2,Dactolisib,ChEMBL
702,AKT2,Dinaciclib,ChEMBL
703,AKT2,Doramapimod,ChEMBL
704,AKT2,Doxorubicin,"CTD, ChEMBL"
705,AKT2,Erlotinib,ChEMBL
706,AKT2,Foretinib,ChEMBL
707,AKT2,GSK1904529A,ChEMBL
708,AKT2,GSK2578215A,ChEMBL
709,AKT2,GSK269962A,ChEMBL
710,AKT2,Gefitinib,ChEMBL
711,AKT2,Ibrutinib,ChEMBL
712,AKT2,Ipatasertib,"ChEMBL, DGIdb"
713,AKT2,KU-55933,ChEMBL
714,AKT2,Lapatinib,ChEMBL
715,AKT2,Linsitinib,ChEMBL
716,AKT2,MK-1775,ChEMBL
717,AKT2,MK-2206,"ChEMBL, DGIdb"
718,AKT2,MK-8776,ChEMBL
719,AKT2,Nilotinib,ChEMBL
720,AKT2,OSI-027,ChEMBL
721,AKT2,Osimertinib,ChEMBL
722,AKT2,PD0325901,ChEMBL
723,AKT2,PD173074,ChEMBL
724,AKT2,PLX-4720,ChEMBL
725,AKT2,Paclitaxel,CTD
726,AKT2,Palbociclib,ChEMBL
727,AKT2,Pictilisib,ChEMBL
728,AKT2,Rapamycin,ChEMBL
729,AKT2,Ribociclib,ChEMBL
730,AKT2,Ruxolitinib,ChEMBL
731,AKT2,SB216763,ChEMBL
732,AKT2,SB505124,ChEMBL
733,AKT2,Sapitinib,ChEMBL
734,AKT2,Savolitinib,ChEMBL
735,AKT2,Selumetinib,ChEMBL
736,AKT2,Sorafenib,ChEMBL
737,AKT2,Staurosporine,ChEMBL
738,AKT2,Tozasertib,ChEMBL
739,AKT2,Trametinib,ChEMBL
740,AKT2,Ulixertinib,ChEMBL
741,AKT2,Uprosertib,"ChEMBL, DGIdb"
742,AKT2,VX-11e,ChEMBL
743,AKT3,AT13148,ChEMBL
744,AKT3,AZD1208,ChEMBL
745,AKT3,AZD2014,ChEMBL
746,AKT3,AZD5363,ChEMBL
747,AKT3,AZD5438,ChEMBL
748,AKT3,AZD6482,ChEMBL
749,AKT3,AZD7762,ChEMBL
750,AKT3,AZD8055,ChEMBL
751,AKT3,Afatinib,ChEMBL
752,AKT3,Afuresertib,"ChEMBL, DGIdb"
753,AKT3,Alisertib,ChEMBL
754,AKT3,Alpelisib,ChEMBL
755,AKT3,Axitinib,ChEMBL
756,AKT3,BI-2536,ChEMBL
757,AKT3,BMS-345541,ChEMBL
758,AKT3,BMS-754807,ChEMBL
759,AKT3,Buparlisib,ChEMBL
760,AKT3,Cediranib,ChEMBL
761,AKT3,Cisplatin,CTD
762,AKT3,Crizotinib,ChEMBL
763,AKT3,Dabrafenib,ChEMBL
764,AKT3,Dactolisib,ChEMBL
765,AKT3,Dinaciclib,ChEMBL
766,AKT3,Doramapimod,ChEMBL
767,AKT3,Doxorubicin,CTD
768,AKT3,Erlotinib,ChEMBL
769,AKT3,Foretinib,ChEMBL
770,AKT3,Fulvestrant,CTD
771,AKT3,GSK2578215A,ChEMBL
772,AKT3,GSK269962A,ChEMBL
773,AKT3,Gefitinib,ChEMBL
774,AKT3,Ibrutinib,ChEMBL
775,AKT3,Ipatasertib,"ChEMBL, DGIdb"
776,AKT3,KU-55933,ChEMBL
777,AKT3,Lapatinib,ChEMBL
778,AKT3,Linsitinib,ChEMBL
779,AKT3,MK-1775,ChEMBL
780,AKT3,MK-2206,"ChEMBL, DGIdb"
781,AKT3,MK-8776,ChEMBL
782,AKT3,Nilotinib,ChEMBL
783,AKT3,OSI-027,ChEMBL
784,AKT3,Osimertinib,ChEMBL
785,AKT3,PD0325901,ChEMBL
786,AKT3,PD173074,ChEMBL
787,AKT3,PLX-4720,ChEMBL
788,AKT3,Paclitaxel,CTD
789,AKT3,Palbociclib,ChEMBL
790,AKT3,Pictilisib,ChEMBL
791,AKT3,Rapamycin,ChEMBL
792,AKT3,Ribociclib,ChEMBL
793,AKT3,Ruxolitinib,ChEMBL
794,AKT3,SB505124,ChEMBL
795,AKT3,Sapitinib,ChEMBL
796,AKT3,Selumetinib,ChEMBL
797,AKT3,Sorafenib,ChEMBL
798,AKT3,Staurosporine,ChEMBL
799,AKT3,Topotecan,CTD
800,AKT3,Tozasertib,ChEMBL
801,AKT3,Trametinib,ChEMBL
802,AKT3,Ulixertinib,ChEMBL
803,AKT3,Uprosertib,"ChEMBL, DGIdb"
804,AKT3,VX-11e,ChEMBL
805,AKT3,Vorinostat,CTD
806,ALK,AZD1332,ChEMBL
807,ALK,AZD5363,ChEMBL
808,ALK,AZD6482,ChEMBL
809,ALK,Afatinib,"ChEMBL, DGIdb"
810,ALK,Alisertib,ChEMBL
811,ALK,Axitinib,ChEMBL
812,ALK,BI-2536,ChEMBL
813,ALK,BMS-345541,ChEMBL
814,ALK,BMS-754807,ChEMBL
815,ALK,Cediranib,"ChEMBL, DGIdb"
816,ALK,Cisplatin,DGIdb
817,ALK,Crizotinib,"BioGrid, CTD, ChEMBL, DGIdb, PharmaGKB"
818,ALK,Cytarabine,DGIdb
819,ALK,Dabrafenib,DGIdb
820,ALK,Dactolisib,"ChEMBL, DGIdb"
821,ALK,Dinaciclib,DGIdb
822,ALK,Doramapimod,ChEMBL
823,ALK,Erlotinib,"ChEMBL, DGIdb"
824,ALK,Etoposide,DGIdb
825,ALK,Foretinib,ChEMBL
826,ALK,Fulvestrant,"CTD, DGIdb"
827,ALK,GSK1904529A,ChEMBL
828,ALK,GSK2578215A,ChEMBL
829,ALK,GSK269962A,ChEMBL
830,ALK,Gefitinib,"ChEMBL, DGIdb"
831,ALK,KU-55933,ChEMBL
832,ALK,Lapatinib,ChEMBL
833,ALK,Luminespib,DGIdb
834,ALK,MK-1775,ChEMBL
835,ALK,Navitoclax,DGIdb
836,ALK,Nilotinib,ChEMBL
837,ALK,Osimertinib,"ChEMBL, DGIdb"
838,ALK,PD0325901,ChEMBL
839,ALK,PD173074,ChEMBL
840,ALK,PLX-4720,ChEMBL
841,ALK,Palbociclib,"ChEMBL, DGIdb"
842,ALK,Pemetrexed,"CTD, PharmaGKB"
843,ALK,Pictilisib,ChEMBL
844,ALK,Rapamycin,ChEMBL
845,ALK,Ribociclib,DGIdb
846,ALK,Ruxolitinib,ChEMBL
847,ALK,SB505124,ChEMBL
848,ALK,Selumetinib,"ChEMBL, DGIdb"
849,ALK,Sorafenib,ChEMBL
850,ALK,Staurosporine,ChEMBL
851,ALK,Temozolomide,DGIdb
852,ALK,Tozasertib,"ChEMBL, DGIdb"
853,ALK,Trametinib,ChEMBL
854,ALK,Uprosertib,ChEMBL
855,ALK,Venetoclax,DGIdb
856,ALK,Vorinostat,ChEMBL
857,ALK,Wee1 Inhibitor,ChEMBL
858,ALK,ZM447439,ChEMBL
859,ALKBH1,Doxorubicin,CTD
860,ALKBH2,Cisplatin,CTD
861,ALKBH2,Fulvestrant,CTD
862,ALKBH2,Temozolomide,CTD
863,ALKBH3,Fulvestrant,CTD
864,ALMS1,Camptothecin,CTD
865,ALMS1,Cisplatin,CTD
866,ALMS1,Vincristine,CTD
867,ALPK1,Doxorubicin,CTD
868,ALPK1,Fulvestrant,CTD
869,ALPK2,Cisplatin,CTD
870,ALPK2,Cytarabine,CTD
871,ALPK2,Dasatinib,CTD
872,ALPK2,Doxorubicin,CTD
873,ALPK2,Fulvestrant,CTD
874,ALPK2,Temozolomide,CTD
875,ALPK2,Vincristine,CTD
876,ALPK3,Doxorubicin,CTD
877,ALPK3,Vorinostat,CTD
878,AMH,Carmustine,CTD
879,AMH,Cisplatin,CTD
880,AMHR2,Cisplatin,CTD
881,AMHR2,XAV939,CTD
882,ANAPC10,Leflunomide,CTD
883,ANAPC11,Bortezomib,CTD
884,ANAPC11,Doxorubicin,CTD
885,ANAPC13,Doxorubicin,CTD
886,ANAPC2,Doxorubicin,CTD
887,ANAPC2,Fulvestrant,CTD
888,ANAPC5,Bortezomib,CTD
889,ANAPC5,Vincristine,CTD
890,ANAPC7,Fulvestrant,CTD
891,ANAPC7,Vorinostat,CTD
892,ANGPTL4,Cisplatin,CTD
893,ANGPTL4,Doxorubicin,CTD
894,ANGPTL4,Fulvestrant,CTD
895,ANGPTL4,Leflunomide,CTD
896,ANGPTL4,Paclitaxel,CTD
897,ANGPTL4,Temozolomide,CTD
898,ANK1,Cisplatin,CTD
899,ANK1,Doxorubicin,CTD
900,ANK1,Etoposide,CTD
901,ANK2,Carmustine,CTD
902,ANK2,Cisplatin,CTD
903,ANK2,Doxorubicin,CTD
904,ANK2,Fulvestrant,CTD
905,ANK2,Mitoxantrone,CTD
906,ANK2,Temozolomide,CTD
907,ANKK1,AZD6482,ChEMBL
908,ANKK1,Afatinib,ChEMBL
909,ANKK1,Axitinib,ChEMBL
910,ANKK1,BI-2536,ChEMBL
911,ANKK1,BMS-345541,ChEMBL
912,ANKK1,Cediranib,ChEMBL
913,ANKK1,Crizotinib,ChEMBL
914,ANKK1,Doramapimod,ChEMBL
915,ANKK1,Erlotinib,ChEMBL
916,ANKK1,Foretinib,ChEMBL
917,ANKK1,GSK2578215A,ChEMBL
918,ANKK1,Gefitinib,ChEMBL
919,ANKK1,Lapatinib,ChEMBL
920,ANKK1,Nilotinib,ChEMBL
921,ANKK1,PD0325901,ChEMBL
922,ANKK1,PD173074,ChEMBL
923,ANKK1,PLX-4720,ChEMBL
924,ANKK1,Palbociclib,ChEMBL
925,ANKK1,Pictilisib,ChEMBL
926,ANKK1,Ruxolitinib,ChEMBL
927,ANKK1,Selumetinib,ChEMBL
928,ANKK1,Sorafenib,ChEMBL
929,ANKK1,Staurosporine,ChEMBL
930,ANKK1,Tozasertib,ChEMBL
931,ANKRD29,Cisplatin,CTD
932,ANKRD29,Temozolomide,CTD
933,APAF1,Cisplatin,CTD
934,APAF1,Cyclophosphamide,CTD
935,APAF1,Dactinomycin,CTD
936,APAF1,Doxorubicin,CTD
937,APAF1,Paclitaxel,CTD
938,APC2,Carmustine,CTD
939,APC2,Tamoxifen,CTD
940,APH1A,Doxorubicin,CTD
941,APPL1,Cisplatin,CTD
942,APPL1,Doxorubicin,CTD
943,APPL1,Fulvestrant,CTD
944,AR,5-Fluorouracil,ChEMBL
945,AR,Bicalutamide,"BioGrid, ChEMBL, DGIdb"
946,AR,Bortezomib,"CTD, DGIdb"
947,AR,Camptothecin,CTD
948,AR,Carmustine,ChEMBL
949,AR,Cisplatin,"CTD, ChEMBL"
950,AR,Cyclophosphamide,ChEMBL
951,AR,Dactinomycin,"ChEMBL, DGIdb"
952,AR,Dactolisib,DGIdb
953,AR,Docetaxel,CTD
954,AR,Doxorubicin,"CTD, ChEMBL"
955,AR,EPZ004777,CTD
956,AR,Entinostat,ChEMBL
957,AR,Epirubicin,"CTD, ChEMBL"
958,AR,Erlotinib,"ChEMBL, DGIdb"
959,AR,Etoposide,CTD
960,AR,Fulvestrant,CTD
961,AR,GDC0810,ChEMBL
962,AR,Gefitinib,CTD
963,AR,Gemcitabine,"CTD, DGIdb"
964,AR,Ibrutinib,ChEMBL
965,AR,MK-2206,DGIdb
966,AR,Niraparib,ChEMBL
967,AR,Paclitaxel,"CTD, ChEMBL, DGIdb"
968,AR,Palbociclib,ChEMBL
969,AR,Podophyllotoxin bromide,ChEMBL
970,AR,Rapamycin,ChEMBL
971,AR,Sorafenib,DGIdb
972,AR,Staurosporine,CTD
973,AR,Tamoxifen,CTD
974,AR,Temozolomide,CTD
975,AR,Teniposide,"CTD, ChEMBL"
976,AR,Topotecan,CTD
977,AR,Vinblastine,ChEMBL
978,AR,Vincristine,"ChEMBL, DGIdb"
979,AR,Vinorelbine,ChEMBL
980,AR,Vorinostat,"CTD, ChEMBL"
981,ARAF,AZD1208,ChEMBL
982,ARAF,AZD2014,ChEMBL
983,ARAF,AZD5363,ChEMBL
984,ARAF,AZD5438,ChEMBL
985,ARAF,AZD6482,ChEMBL
986,ARAF,AZD7762,ChEMBL
987,ARAF,AZD8055,ChEMBL
988,ARAF,AZD8186,ChEMBL
989,ARAF,Afatinib,ChEMBL
990,ARAF,Afuresertib,ChEMBL
991,ARAF,Alisertib,ChEMBL
992,ARAF,Alpelisib,ChEMBL
993,ARAF,Axitinib,ChEMBL
994,ARAF,BI-2536,ChEMBL
995,ARAF,BMS-754807,ChEMBL
996,ARAF,Cediranib,ChEMBL
997,ARAF,Crizotinib,ChEMBL
998,ARAF,Dabrafenib,ChEMBL
999,ARAF,Dactolisib,ChEMBL
1000,ARAF,Dinaciclib,ChEMBL
1001,ARAF,Erlotinib,ChEMBL
1002,ARAF,Foretinib,ChEMBL
1003,ARAF,Gefitinib,ChEMBL
1004,ARAF,Ibrutinib,ChEMBL
1005,ARAF,Irinotecan,CTD
1006,ARAF,Lapatinib,ChEMBL
1007,ARAF,Linsitinib,ChEMBL
1008,ARAF,MK-1775,ChEMBL
1009,ARAF,MK-2206,ChEMBL
1010,ARAF,MK-8776,ChEMBL
1011,ARAF,Nilotinib,ChEMBL
1012,ARAF,OSI-027,ChEMBL
1013,ARAF,Osimertinib,ChEMBL
1014,ARAF,PD0325901,ChEMBL
1015,ARAF,Palbociclib,ChEMBL
1016,ARAF,Pictilisib,ChEMBL
1017,ARAF,Rapamycin,ChEMBL
1018,ARAF,Ribociclib,ChEMBL
1019,ARAF,Ruxolitinib,ChEMBL
1020,ARAF,Sapitinib,ChEMBL
1021,ARAF,Savolitinib,ChEMBL
1022,ARAF,Selumetinib,ChEMBL
1023,ARAF,Sorafenib,"ChEMBL, DGIdb, PharmaGKB"
1024,ARAF,Staurosporine,ChEMBL
1025,ARAF,Tozasertib,ChEMBL
1026,ARAF,Trametinib,ChEMBL
1027,ARAF,Ulixertinib,ChEMBL
1028,ARAF,Uprosertib,ChEMBL
1029,ARFRP1,Cisplatin,CTD
1030,ARFRP1,Fulvestrant,CTD
1031,ARID1A,AZD8055,DGIdb
1032,ARID1A,Alpelisib,DGIdb
1033,ARID1A,Cisplatin,CTD
1034,ARID1A,Dactolisib,DGIdb
1035,ARID1A,Fulvestrant,CTD
1036,ARID1A,JQ1,DGIdb
1037,ARID1A,Niraparib,DGIdb
1038,ARID1A,Olaparib,DGIdb
1039,ARID1A,Pictilisib,DGIdb
1040,ARID1A,Sorafenib,DGIdb
1041,ARID1A,Talazoparib,DGIdb
1042,ARID1A,Temozolomide,DGIdb
1043,ARIH2,Cisplatin,CTD
1044,ARIH2,Fulvestrant,CTD
1045,ARL13B,Cisplatin,CTD
1046,ARL13B,Leflunomide,CTD
1047,ARL4C,Bortezomib,CTD
1048,ARL4C,Doxorubicin,CTD
1049,ARL4C,Irinotecan,CTD
1050,ARL4C,Tamoxifen,CTD
1051,ARL4C,Vorinostat,CTD
1052,ARNT,Cisplatin,CTD
1053,ARNT,Doxorubicin,CTD
1054,ARNT,Etoposide,CTD
1055,ARNT,Fulvestrant,CTD
1056,ARNT,Gemcitabine,CTD
1057,ARNT2,Cisplatin,CTD
1058,ARNT2,Doxorubicin,CTD
1059,ARNT2,Fulvestrant,CTD
1060,ARNT2,Vorinostat,CTD
1061,ARPC5,Cisplatin,CTD
1062,ARRB1,Bortezomib,CTD
1063,ARRB1,Cisplatin,CTD
1064,ARRB1,Doxorubicin,CTD
1065,ARRB2,Cisplatin,CTD
1066,ASAP1,Bortezomib,CTD
1067,ASAP1,Doxorubicin,CTD
1068,ASAP1,Fulvestrant,CTD
1069,ASAP1,Leflunomide,CTD
1070,ASAP1,Vorinostat,CTD
1071,ASH1L,Doxorubicin,CTD
1072,ASH1L,I-BRD9,ChEMBL
1073,ASH1L,JQ1,ChEMBL
1074,ASH1L,OF-1,ChEMBL
1075,ASH1L,PFI3,ChEMBL
1076,ASH2L,Cisplatin,CTD
1077,ASH2L,Doxorubicin,CTD
1078,ASPSCR1,Temozolomide,CTD
1079,ASXL1,Doxorubicin,CTD
1080,ASXL1,Vincristine,CTD
1081,ATF1,Vorinostat,CTD
1082,ATF2,Bortezomib,CTD
1083,ATF2,Cisplatin,CTD
1084,ATF2,Dasatinib,CTD
1085,ATF2,Doxorubicin,CTD
1086,ATF2,Etoposide,CTD
1087,ATF2,Fulvestrant,CTD
1088,ATF2,Tamoxifen,CTD
1089,ATF4,Bortezomib,CTD
1090,ATF4,Camptothecin,CTD
1091,ATF4,Cisplatin,CTD
1092,ATF4,Dactinomycin,CTD
1093,ATF4,Dasatinib,CTD
1094,ATF4,Doxorubicin,CTD
1095,ATF4,Leflunomide,CTD
1096,ATF4,Paclitaxel,CTD
1097,ATF4,Sorafenib,CTD
1098,ATF4,XAV939,CTD
1099,ATM,AZD6482,"ChEMBL, DGIdb"
1100,ATM,AZD6738,ChEMBL
1101,ATM,Alpelisib,ChEMBL
1102,ATM,Bleomycin,CTD
1103,ATM,Bortezomib,CTD
1104,ATM,Camptothecin,CTD
1105,ATM,Cisplatin,"CTD, DGIdb"
1106,ATM,Cyclophosphamide,PharmaGKB
1107,ATM,Dactinomycin,CTD
1108,ATM,Dactolisib,ChEMBL
1109,ATM,Doxorubicin,"CTD, PharmaGKB"
1110,ATM,Etoposide,"CTD, ChEMBL, DGIdb"
1111,ATM,Fludarabine,DGIdb
1112,ATM,Ibrutinib,DGIdb
1113,ATM,Irinotecan,"CTD, ChEMBL"
1114,ATM,KU-55933,"ChEMBL, DGIdb"
1115,ATM,Mitoxantrone,CTD
1116,ATM,NU7441,ChEMBL
1117,ATM,Niraparib,DGIdb
1118,ATM,OTX015,CTD
1119,ATM,Olaparib,DGIdb
1120,ATM,Oxaliplatin,DGIdb
1121,ATM,PD173074,ChEMBL
1122,ATM,Paclitaxel,DGIdb
1123,ATM,Selumetinib,DGIdb
1124,ATM,Talazoparib,"DGIdb, PharmaGKB"
1125,ATM,Temozolomide,"CTD, DGIdb"
1126,ATM,VE-822,ChEMBL
1127,ATM,VE821,ChEMBL
1128,ATM,Venetoclax,DGIdb
1129,ATM,Vorinostat,CTD
1130,ATP8B1,Doxorubicin,CTD
1131,ATP8B1,Vorinostat,CTD
1132,ATR,AZD2014,ChEMBL
1133,ATR,AZD5363,ChEMBL
1134,ATR,AZD6482,ChEMBL
1135,ATR,AZD6738,ChEMBL
1136,ATR,AZD8055,ChEMBL
1137,ATR,AZD8186,ChEMBL
1138,ATR,Alpelisib,ChEMBL
1139,ATR,BMS-754807,ChEMBL
1140,ATR,Buparlisib,ChEMBL
1141,ATR,Camptothecin,CTD
1142,ATR,Carmustine,CTD
1143,ATR,Cediranib,ChEMBL
1144,ATR,Cisplatin,"CTD, DGIdb"
1145,ATR,Dactolisib,"ChEMBL, DGIdb"
1146,ATR,Dinaciclib,ChEMBL
1147,ATR,Doxorubicin,CTD
1148,ATR,Erlotinib,ChEMBL
1149,ATR,Foretinib,ChEMBL
1150,ATR,KU-55933,ChEMBL
1151,ATR,Lapatinib,ChEMBL
1152,ATR,MK-1775,ChEMBL
1153,ATR,NU7441,ChEMBL
1154,ATR,Niraparib,DGIdb
1155,ATR,Olaparib,DGIdb
1156,ATR,Paclitaxel,CTD
1157,ATR,Ribociclib,ChEMBL
1158,ATR,Savolitinib,ChEMBL
1159,ATR,Sorafenib,ChEMBL
1160,ATR,Talazoparib,"DGIdb, PharmaGKB"
1161,ATR,Temozolomide,"CTD, DGIdb"
1162,ATR,VE-822,"BioGrid, ChEMBL"
1163,ATR,VE821,ChEMBL
1164,ATRX,Cisplatin,DGIdb
1165,ATRX,Doxorubicin,CTD
1166,ATRX,Fulvestrant,CTD
1167,ATRX,Irinotecan,CTD
1168,ATRX,Olaparib,DGIdb
1169,ATRX,Talazoparib,DGIdb
1170,ATRX,Temozolomide,DGIdb
1171,ATRX,Vorinostat,CTD
1172,AURKA,AT13148,ChEMBL
1173,AURKA,AZD1208,ChEMBL
1174,AURKA,AZD1332,ChEMBL
1175,AURKA,AZD2014,ChEMBL
1176,AURKA,AZD4547,ChEMBL
1177,AURKA,AZD5363,ChEMBL
1178,AURKA,AZD5438,ChEMBL
1179,AURKA,AZD5582,ChEMBL
1180,AURKA,AZD6482,ChEMBL
1181,AURKA,AZD7762,ChEMBL
1182,AURKA,AZD8055,ChEMBL
1183,AURKA,AZD8186,ChEMBL
1184,AURKA,Afatinib,ChEMBL
1185,AURKA,Afuresertib,ChEMBL
1186,AURKA,Alisertib,"ChEMBL, DGIdb"
1187,AURKA,Alpelisib,ChEMBL
1188,AURKA,Axitinib,ChEMBL
1189,AURKA,BI-2536,ChEMBL
1190,AURKA,BMS-345541,ChEMBL
1191,AURKA,BMS-754807,ChEMBL
1192,AURKA,Buparlisib,ChEMBL
1193,AURKA,Camptothecin,ChEMBL
1194,AURKA,Cediranib,ChEMBL
1195,AURKA,Cisplatin,"CTD, DGIdb"
1196,AURKA,Crizotinib,ChEMBL
1197,AURKA,Dabrafenib,ChEMBL
1198,AURKA,Dactolisib,ChEMBL
1199,AURKA,Dasatinib,CTD
1200,AURKA,Dinaciclib,ChEMBL
1201,AURKA,Doramapimod,ChEMBL
1202,AURKA,Doxorubicin,"CTD, ChEMBL"
1203,AURKA,Entospletinib,ChEMBL
1204,AURKA,Erlotinib,ChEMBL
1205,AURKA,Foretinib,ChEMBL
1206,AURKA,Fulvestrant,CTD
1207,AURKA,GSK1904529A,ChEMBL
1208,AURKA,GSK2578215A,ChEMBL
1209,AURKA,GSK269962A,ChEMBL
1210,AURKA,GSK343,ChEMBL
1211,AURKA,GSK591,ChEMBL
1212,AURKA,Gefitinib,"CTD, ChEMBL"
1213,AURKA,I-BRD9,ChEMBL
1214,AURKA,Ibrutinib,ChEMBL
1215,AURKA,JQ1,ChEMBL
1216,AURKA,KU-55933,ChEMBL
1217,AURKA,LCL161,ChEMBL
1218,AURKA,Lapatinib,ChEMBL
1219,AURKA,Leflunomide,"CTD, ChEMBL"
1220,AURKA,Linsitinib,ChEMBL
1221,AURKA,MK-1775,ChEMBL
1222,AURKA,MK-2206,ChEMBL
1223,AURKA,MK-8776,ChEMBL
1224,AURKA,NU7441,ChEMBL
1225,AURKA,Nilotinib,ChEMBL
1226,AURKA,OF-1,ChEMBL
1227,AURKA,OSI-027,ChEMBL
1228,AURKA,Osimertinib,ChEMBL
1229,AURKA,Oxaliplatin,CTD
1230,AURKA,PCI-34051,ChEMBL
1231,AURKA,PD0325901,ChEMBL
1232,AURKA,PD173074,ChEMBL
1233,AURKA,PFI3,ChEMBL
1234,AURKA,PLX-4720,ChEMBL
1235,AURKA,Paclitaxel,"CTD, ChEMBL, DGIdb"
1236,AURKA,Palbociclib,ChEMBL
1237,AURKA,Pictilisib,ChEMBL
1238,AURKA,RO-3306,ChEMBL
1239,AURKA,Rapamycin,ChEMBL
1240,AURKA,Ribociclib,ChEMBL
1241,AURKA,Ruxolitinib,ChEMBL
1242,AURKA,SB505124,ChEMBL
1243,AURKA,Sapitinib,ChEMBL
1244,AURKA,Savolitinib,ChEMBL
1245,AURKA,Selumetinib,ChEMBL
1246,AURKA,Sorafenib,"ChEMBL, DGIdb"
1247,AURKA,Staurosporine,ChEMBL
1248,AURKA,Tamoxifen,DGIdb
1249,AURKA,Taselisib,ChEMBL
1250,AURKA,Tozasertib,"ChEMBL, DGIdb"
1251,AURKA,Trametinib,ChEMBL
1252,AURKA,Ulixertinib,ChEMBL
1253,AURKA,Uprosertib,ChEMBL
1254,AURKA,VE-822,ChEMBL
1255,AURKA,VE821,ChEMBL
1256,AURKA,VX-11e,ChEMBL
1257,AURKA,Venetoclax,ChEMBL
1258,AURKA,Vincristine,CTD
1259,AURKA,WEHI-539,ChEMBL
1260,AURKA,WZ4003,ChEMBL
1261,AURKA,Wee1 Inhibitor,ChEMBL
1262,AURKA,ZM447439,"ChEMBL, DGIdb"
1263,AURKB,AT13148,ChEMBL
1264,AURKB,AZD1208,ChEMBL
1265,AURKB,AZD2014,ChEMBL
1266,AURKB,AZD5363,ChEMBL
1267,AURKB,AZD5438,ChEMBL
1268,AURKB,AZD6482,ChEMBL
1269,AURKB,AZD7762,ChEMBL
1270,AURKB,AZD8055,ChEMBL
1271,AURKB,AZD8186,ChEMBL
1272,AURKB,Afatinib,ChEMBL
1273,AURKB,Afuresertib,ChEMBL
1274,AURKB,Alisertib,"ChEMBL, DGIdb"
1275,AURKB,Alpelisib,ChEMBL
1276,AURKB,Axitinib,ChEMBL
1277,AURKB,BI-2536,ChEMBL
1278,AURKB,BMS-345541,"ChEMBL, DGIdb"
1279,AURKB,BMS-754807,"ChEMBL, DGIdb"
1280,AURKB,Buparlisib,ChEMBL
1281,AURKB,Cediranib,"ChEMBL, DGIdb"
1282,AURKB,Cisplatin,CTD
1283,AURKB,Crizotinib,ChEMBL
1284,AURKB,Dabrafenib,ChEMBL
1285,AURKB,Dactolisib,"ChEMBL, DGIdb"
1286,AURKB,Dasatinib,CTD
1287,AURKB,Dinaciclib,ChEMBL
1288,AURKB,Doramapimod,ChEMBL
1289,AURKB,Doxorubicin,CTD
1290,AURKB,Erlotinib,"ChEMBL, DGIdb"
1291,AURKB,Foretinib,ChEMBL
1292,AURKB,Fulvestrant,CTD
1293,AURKB,GSK1904529A,ChEMBL
1294,AURKB,GSK2578215A,ChEMBL
1295,AURKB,GSK2606414,ChEMBL
1296,AURKB,GSK269962A,ChEMBL
1297,AURKB,Gefitinib,ChEMBL
