UniProt_ID	gene name
Q9WU10	Not Found
Q2TVU3	Not Found
Q700K0	Not Found
A6HNA2	Not Found
Q5XID1	Not Found
Q5U303	Not Found
P04692	Not Found
Q91XN6	Not Found
Q63607	Not Found
Q6AZ25	Not Found
Q923Z2	Not Found
Q80WY6	Not Found
Q63610	Not Found
P22934	Not Found
P02401	Not Found
P62738	Not Found
P63269	Not Found
Q06647	Not Found
P62919	Not Found
A6K2U1	Not Found
P68136	Not Found
O35353	Not Found
A1L132	Not Found
P55213	Not Found
Q7TS60	Not Found
Q99P84	Not Found
O70513	Not Found
P04355	Not Found
Q5XIC5	Not Found
Q99M88	Not Found
C0H5Y5	Not Found
O35359	Not Found
Q9WUH9	Not Found
Q3KR98	Not Found
Q6UN82	Not Found
Q6AY44	Not Found
Q6MG72	Not Found
P42123	Not Found
D3ZW60	Not Found
Q63075	Not Found
Q9QYP0	Not Found
Q99PU6	Not Found
Q62772	Not Found
Q63122	Not Found
Q62677	Not Found
G3V928	Not Found
P11507	Not Found
Q4KLH1	Not Found
E9PTR4	Not Found
D4A4X6	Not Found
Q6PHL7	Not Found
P18573	Not Found
P32468	Not Found
P32457	Not Found
Q8VCB2	Not Found
Q5I0H3	Not Found
P61959	Not Found
P42703	Not Found
P54726	Not Found
A1JUG2	Not Found
F1MKY4	Not Found
Q9WNA9	Not Found
Q62668	Not Found
A0A8I3MJW7	Not Found
Q6PGA0	Not Found
Q8C796	Not Found
Q8BGY9	Not Found
P03301	Not Found
Q96PM9	ZNF385A
A4D2J9	Not Found
A2RQD6	Not Found
A9Z1X7	SRRM1
P55263	ADK
A9YTQ3	AHRR
Q8K4K4	Not Found
Q9DBG3	Not Found
Q9WVE8	Not Found
A0A8I3P6G1	Not Found
A0A8I3MWJ0	Not Found
A0A8I3Q216	Not Found
O13688	Not Found
Q9USX3	Not Found
refseq:XP_001080493	Not Found
B6V8E6	Not Found
Q9VSD6	Not Found
P39749	Not Found
P28352	Not Found
"chebi:""CHEBI:74669"""	Not Found
E1BIR9	Not Found
Q28030	Not Found
F1MR06	Not Found
Q6PIC6	Not Found
O96561	Not Found
Q9D0F3	Not Found
P80385	Not Found
Q16706	MAN2A1
Q4V348	ZNF658B
A5LHG3	Not Found
Q6IRD3	Not Found
ensembl:ENSG00000071082	Not Found
Q9D7I0	Not Found
Q80X44	Not Found
O94687	Not Found
O28951	Not Found
P28867	Not Found
Q9WV81	Not Found
Q4QR41	Not Found
O70251	Not Found
D3ZEN1	Not Found
Q5IJ48	CRB2
Q58CU2	Not Found
Q9WU34	Not Found
Q9WVC0	Not Found
Q5FVK1	Not Found
Q8WYN3	CSRNP3
Q6PDN3	Not Found
P33194	Not Found
Q59EP7	Not Found
Q95140	Not Found
Q96HX3	Not Found
Q5JR95	RPS8
O60747	Not Found
Q5D862	FLG2
Q9Z313	Not Found
Q4R5M3	Not Found
Q9BS10	Not Found
Q6PKB3	Not Found
Q8TDR3	Not Found
Q7Z612	Not Found
P24049	Not Found
O15451	Not Found
P11250	Not Found
Q8BVQ5	Not Found
Q99104	Not Found
Q8IX35	Not Found
Q6MG76	Not Found
Q68FP1	Not Found
F1LR10	Not Found
P35951	Not Found
O08724	Not Found
Q71U35	Not Found
A4ZNP8	Not Found
P20998	Not Found
P0C0S9	Not Found
P62803	Not Found
Q62210	Not Found
O35228	Not Found
P47160	Not Found
P03406	Not Found
A8E1U6	Not Found
O18922	Not Found
O18734	Not Found
Q57254	Not Found
P0CB42	Not Found
Q24106	Not Found
Q24570	Not Found
P21873	Not Found
P21874	Not Found
P11959	Not Found
P32233	Not Found
ensembl:ENSG00000110330	Not Found
B2GV74	Not Found
P84443	Not Found
Q9JIL2	Not Found
P12850	Not Found
P62242	Not Found
P68373	Not Found
P62998	Not Found
Q8CGA0	Not Found
Q7ZYM5	Not Found
A5X5J0	Not Found
Q8JHE2	Not Found
P97821	Not Found
ensembl:ENSG00000099956	Not Found
ensembl:ENSG00000104765	Not Found
Q16938	Not Found
Q90842	Not Found
Q03696	Not Found
Q90610	Not Found
Q90XC6	Not Found
O42414	Not Found
P13590	Not Found
P10039	Not Found
Q8IWV2	CNTN4
Q59EG8	Not Found
P35498	SCN1A
Q7Z4W5	Not Found
Q05152	Not Found
Q7KNQ9	Not Found
P89654	Not Found
D2IYK1	Not Found
V6DZ76	Not Found
Q5D1W8	Not Found
Q7YNW6	Not Found
Q5RIP0	Not Found
Q7YQB1	Not Found
Q5QT33	Not Found
C1K0Y5	Not Found
C9E8W1	Not Found
Q9ESD7	Not Found
refseq:NP_597674	Not Found
A6H4P0	Not Found
P39110	Not Found
Q62849	Not Found
P41413	Not Found
Q6FUT5	Not Found
Q6FRS9	Not Found
P02602	Not Found
P02562	Not Found
O96433	Not Found
ensembl:ENSG00000123080	Not Found
Q6VV64	Not Found
P38116	Not Found
Q95RU8	Not Found
Q7ZWJ7	Not Found
Q6QMZ8	Not Found
Q5R1W9	Not Found
Q5XIH7	Not Found
Q6Q311	Not Found
Q5REY2	Not Found
P79136	Not Found
P0A6T5	Not Found
Q5RAG8	Not Found
P15791	Not Found
Q3SWX8	Not Found
Q7ABI1	Not Found
Q8BP67	Not Found
P0ACJ8	Not Found
Q9GKX7	Not Found
P12749	Not Found
Q3T0B7	Not Found
P62988	Not Found
P62223	Not Found
Q9GKX8	Not Found
Q28480	Not Found
Q6PBC4	Not Found
Q5E971	Not Found
Q5R5A1	Not Found
Q3MHL3	Not Found
Q90YQ8	Not Found
Q5RBT4	Not Found
Q6AY23	Not Found
P0A8G6	Not Found
P61270	Not Found
Q5E9A3	Not Found
P0A9L3	Not Found
P23358	Not Found
E9Q238	Not Found
Q9JII7	Not Found
A8MTJ3	GNAT3
P19783	Not Found
P09103	Not Found
Q9HCC9	ZFYVE28
ensembl:ENSG00000163743	Not Found
O89343	Not Found
Q69ZN7	Not Found
Q7ZYF2	Not Found
P97481	Not Found
P03135	Not Found
Q8BFW7	Not Found
E9PYG6	Not Found
P20065	Not Found
P47876	Not Found
P47880	Not Found
P47879	Not Found
P47877	Not Found
O57464	Not Found
P04821	Not Found
Q00916	Not Found
P10080	Not Found
P41896	Not Found
P09232	Not Found
P32611	Not Found
P38333	Not Found
Q12386	Not Found
Q9P0L9	PKD2L1
Q3TTA7	Not Found
P0C6L3	Not Found
O61460	Not Found
A4L9P5	Not Found
O70260	Not Found
P35400	Not Found
P31423	Not Found
Q63337	Not Found
Q14BI2	Not Found
Q9JIH2	Not Found
Q04447	Not Found
P52920	Not Found
P35803	Not Found
P31652	Not Found
ensembl:ENSMUSG00000005836	Not Found
Q8VHZ8	Not Found
Q6KF10	GDF6
Q6Q477	Not Found
Q07931	Not Found
O08689	Not Found
P01139	Not Found
P38431	Not Found
P39935	Not Found
Q80TN1	Not Found
Q5RJI5	Not Found
Q6PJ87	Not Found
Q8VHJ5	Not Found
Q3UMG4	Not Found
Q3V1V5	Not Found
Q9QZ83	Not Found
Q61301	Not Found
Q9JKK7	Not Found
P46660	Not Found
Q80UE4	Not Found
Q80YN3	Not Found
Q62261	Not Found
Q9D6M3	Not Found
P56564	Not Found
P68368	Not Found
Q8JZU2	Not Found
P12960	Not Found
Q7TQD2	Not Found
Q922F4	Not Found
Q99PJ0	Not Found
O35643	Not Found
P17426	Not Found
P51863	Not Found
Q8BLK3	Not Found
P62082	Not Found
P40630	Not Found
Q6P9K8	Not Found
Q6DFY2	Not Found
P63325	Not Found
P01831	Not Found
P50516	Not Found
Q78IK2	Not Found
Q64522	Not Found
Q9EP89	Not Found
Q8R1I1	Not Found
Q61387	Not Found
Q9WV55	Not Found
O09111	Not Found
P03911	Not Found
Q9CR61	Not Found
Q9CQC7	Not Found
Q9ERS2	Not Found
Q9D6J5	Not Found
Q9CQ54	Not Found
Q9MD68	Not Found
Q9CQH3	Not Found
Q9QY76	Not Found
Q9CXZ1	Not Found
Q99LC3	Not Found
Q9DCT2	Not Found
Q8K3J1	Not Found
Q9CQZ6	Not Found
P19536	Not Found
Q9CPQ1	Not Found
Q9D0M3	Not Found
P03921	Not Found
P43024	Not Found
Q9D8B4	Not Found
Q99LY9	Not Found
Q7TMF3	Not Found
P03893	Not Found
Q9D855	Not Found
Q91WD5	Not Found
Q9CQJ8	Not Found
P48771	Not Found
Q9CR68	Not Found
Q9CQ69	Not Found
Q91YT0	Not Found
P03888	Not Found
Q9QYA2	Not Found
Q3UIU2	Not Found
Q9CPP6	Not Found
Q9DCS9	Not Found
Q9DC70	Not Found
Q9CQZ5	Not Found
P63143	Not Found
A2AJI0	Not Found
P27546	Not Found
Q9DCX2	Not Found
Q9QXX4	Not Found
Q791V5	Not Found
P38647	Not Found
Q9CPQ3	Not Found
Q5EBQ0	Not Found
Q9CQ75	Not Found
Q61735	Not Found
Q6GQU1	Not Found
Q8BG81	Not Found
Q9CPU4	Not Found
P15105	Not Found
P62814	Not Found
Q60625	Not Found
Q91VR2	Not Found
Q9CQQ7	Not Found
P56391	Not Found
Q02928	CYP4A11
Q14624	ITIH4
Q14588	ZNF234
P08560	Not Found
Q9SP32	Not Found
Q08353	Not Found
Q9R1M3	Not Found
Q58F21	BRDT
P35790	CHKA
B4DVR4	Not Found
Q8CJ75	Not Found
P01266	TG
P06882	Not Found
P01267	Not Found
O08710	Not Found
P70452	Not Found
E9EDS7	Not Found
Q8VEB1	Not Found
ensembl:ENSG00000127528	Not Found
Q6A4J8	Not Found
Q96T67	Not Found
Q96RS2	Not Found
Q9Y5A9	YTHDF2
Q9VXH6	Not Found
Q60929	Not Found
P98070	Not Found
ensembl:ENSG00000112096	Not Found
ensembl:ENSG00000130489	Not Found
Q92526	CCT6B
Q56061	Not Found
P97812	Not Found
Q02936	Not Found
Q9VT57	Not Found
O55135	Not Found
Q9SE33	Not Found
Q91XA9	Not Found
Q8R3I9	Not Found
Q9ER80	Not Found
P59997	Not Found
P17955	Not Found
Q63495	Not Found
O08962	Not Found
Q5EB61	Not Found
Q9JM52	Not Found
Q07652	Not Found
Q99P58	Not Found
Q9DBI0	Not Found
O15091	KIAA0391
Q9HA77	CARS2
A1ZAW5	Not Found
Q24297	Not Found
Q9VXE0	Not Found
Q9VI10	Not Found
Q9VVX0	Not Found
Q9VLV5	Not Found
O14594	NCAN
Q8IUX7	AEBP1
O60687	SRPX2
G3V185	TMEM179B
ensembl:ENSG00000139618	Not Found
Q9KS12	Not Found
Q2VPK5	CTU2
B4F775	Not Found
Q8C052	Not Found
Q01448	Not Found
Q2VIK8	Not Found
ensembl:ENSG00000137496	Not Found
P35829	Not Found
Q12343	Not Found
P19263	Not Found
P34162	Not Found
P32259	Not Found
P39073	Not Found
P38077	Not Found
Q99278	Not Found
Q12321	Not Found
P25046	Not Found
P33308	Not Found
P05317	Not Found
P38633	Not Found
P40356	Not Found
P38304	Not Found
P47822	Not Found
Q08278	Not Found
P38782	Not Found
Q6DFL5	Not Found
A0A0H2ZTM2	Not Found
A0A0H2ZTD1	Not Found
A0A0H3A2D0	Not Found
P11799	Not Found
A7U8D2	Not Found
A7U8D3	Not Found
ensembl:ENSG00000163513	Not Found
P38074	Not Found
ensembl:ENSG00000118503	Not Found
Q9IW12	Not Found
P24860	Not Found
P34260	Not Found
Q18891	Not Found
Q920Q4	Not Found
Q8R5L3	Not Found
Q28269	Not Found
Q8K4S7	Not Found
O35413	Not Found
G3V7Q7	Not Found
A0A8I6A9E8	Not Found
A0A8I6ATM1	Not Found
A0A1W2Q6E9	Not Found
Q3MIE4	Not Found
P82995	Not Found
Q6LBQ2	Not Found
D4ABT8	Not Found
Q8R3Z7	Not Found
B5DF94	Not Found
Q9EPT7	Not Found
Q01129	Not Found
D3KR63	Not Found
P01026	Not Found
Q6LCA5	Not Found
Q9Z0U8	Not Found
F1LPQ9	Not Found
F1M3G7	Not Found
Q99PS8	Not Found
Q5XI19	Not Found
O35817	Not Found
Q6PED0	Not Found
Q63041	Not Found
P47853	Not Found
P07150	Not Found
Q6IN39	Not Found
Q566E4	Not Found
F1LTF8	Not Found
Q498D4	Not Found
Q9JJ54	Not Found
P10715	Not Found
F1LMV6	Not Found
Q6JP77	Not Found
P50609	Not Found
P81377	Not Found
Q6P9U7	Not Found
O88638	Not Found
Q0QEP3	Not Found
D3ZS99	Not Found
P14046	Not Found
P12785	Not Found
P24587	Not Found
D4A962	Not Found
Q71DI1	Not Found
F1LPF2	Not Found
D4A6W5	Not Found
Q7TQ11	Not Found
A6K3C2	Not Found
Q5M7W9	Not Found
Q4V8H5	Not Found
A0A0G2JZR1	Not Found
Q9R0T6	Not Found
P02680	Not Found
F1LMC7	Not Found
Q9Z2G8	Not Found
A0A8I6AI26	Not Found
P70636	Not Found
A6JWG9	Not Found
F1LM84	Not Found
Q66HC6	Not Found
F1LNB3	Not Found
O35774	Not Found
Q5QD51	Not Found
P09456	Not Found
Q6ZS99	Not Found
A0A183YE00	Not Found
P69897	Not Found
D3ZDF3	Not Found
Q4G046	Not Found
F1LRV9	Not Found
Q4QRB4	Not Found
Q6P9T8	Not Found
Q9WVK7	Not Found
P04642	Not Found
P11517	Not Found
Q811S1	Not Found
Q63910	Not Found
P02091	Not Found
Q3B7D0	Not Found
G3V9C7	Not Found
Q7TP47	Not Found
P02563	Not Found
Q3SWU3	Not Found
D3ZC54	Not Found
Q62924	Not Found
Q29RW1	Not Found
D4A264	Not Found
M0R660	Not Found
O08629	Not Found
Q5U301	Not Found
Q920B2	Not Found
P97852	Not Found
Q5PQT2	Not Found
Q66HA0	Not Found
P14137	Not Found
Q91YB6	Not Found
Q9QYJ6	Not Found
A6IQP2	Not Found
P36970	Not Found
A6JBD6	Not Found
P55063	Not Found
Q6URK4	Not Found
P14659	Not Found
Q5PQK2	Not Found
P63245	Not Found
Q4KLZ3	Not Found
Q01177	Not Found
B2RYG5	Not Found
Q6QI16	Not Found
Q5FWT1	Not Found
Q7TPB1	Not Found
Q8VHZ5	Not Found
Q9QX96	Not Found
ensembl:ENSMUSG00000032000	Not Found
ensembl:ENSMUSG00000026069	Not Found
Q960V3	Not Found
Q6PAL8	Not Found
D3ZGE6	Not Found
ensembl:ENSG00000127445	Not Found
O35324	Not Found
Q91ZA8	Not Found
P28523	Not Found
Q96D88	Not Found
Q59GV6	Not Found
Q5SZD4	GLYATL3
A8K3H8	Not Found
Q96RF1	Not Found
Q96E39	RBMXL1
Q9Y3T6	R3HCC1
Q8N531	FBXL6
P37285	Not Found
P33202	Not Found
P41817	Not Found
Q86W42	THOC6
Q9NQ39	RPS10P5
P41135	Not Found
Q99P97	Not Found
Q9WU84	Not Found
P17156	Not Found
Q61316	Not Found
A8E4Q6	Not Found
A9QPL9	Not Found
P04543	Not Found
Q59EL2	Not Found
O35326	Not Found
Q8BL97	Not Found
Q62093	Not Found
Q9JXV4	Not Found
ensembl:ENSMUSG00000028240	Not Found
Q00959	Not Found
P70175	Not Found
Q8VI33	Not Found
Q587J6	Not Found
Q9Z204	Not Found
Q3V232	Not Found
ddbj/embl/genbank:AF176027	Not Found
ensembl:ENSMUSG00000059552	Not Found
Q9DBD5	Not Found
Q8VHR5	Not Found
Q9ESZ8	Not Found
Q07917	Not Found
P51179	Not Found
Q61286	Not Found
Q63862	Not Found
P18666	Not Found
P33032	MC5R
P41968	MC3R
Q6FHH6	Not Found
Q9NQ82	Not Found
Q8N1C8	Not Found
B3KMS0	Not Found
Q80UW8	Not Found
Q8QZY9	Not Found
ensembl:ENSMUSG00000024401	Not Found
ensembl:ENSMUSG00000017491	Not Found
M9PCP4	Not Found
Q9W1G7	Not Found
Q9Y0S9	Not Found
P26593	Not Found
Q1T719	Not Found
Q96AG6	Not Found
Q6IBT3	Not Found
Q2TNB3	Not Found
Q8NDA8	HEATR7A
Q14222	Not Found
Q9NYT0	PLEK2
Q6NUR7	Not Found
Q9W0S8	Not Found
Q7K4B4	Not Found
Q9W2P0	Not Found
Q9W0G7	Not Found
P13469	Not Found
Q9W4M8	Not Found
Q9W0G6	Not Found
Q9V8R9	Not Found
Q9VP57	Not Found
O61491	Not Found
Q86LC4	Not Found
P63212	Not Found
Q64028	Not Found
Q09HN3	Not Found
Q9VJ12	Not Found
P13128	Not Found
Q5TH69	ARFGEF3
G3HVN3	Not Found
G3HKZ1	Not Found
Q9EMA9	Not Found
P19847	Not Found
Q8NFR3	SPTSSB
Q63664	Not Found
Q9R0Y5	Not Found
Q9EQ20	Not Found
Q9Z2I9	Not Found
Q08331	Not Found
P16045	Not Found
P68134	Not Found
Q6PFA2	Not Found
P17183	Not Found
P10649	Not Found
Q99LB4	Not Found
P02089	Not Found
P11352	Not Found
P08249	Not Found
Q61233	Not Found
P58044	Not Found
Q9CPU0	Not Found
P40936	Not Found
Q9R257	Not Found
Q8VCT3	Not Found
P05201	Not Found
Q9DBJ1	Not Found
Q61171	Not Found
P29758	Not Found
P22599	Not Found
Q60854	Not Found
Q8BH97	Not Found
P14206	Not Found
P07214	Not Found
P09671	Not Found
P62821	Not Found
P10630	Not Found
Q91XH5	Not Found
Q61599	Not Found
P37804	Not Found
P50396	Not Found
Q9DBP5	Not Found
P58774	Not Found
Q9CQ65	Not Found
P11087	Not Found
P00920	Not Found
P40142	Not Found
P70296	Not Found
Q01339	Not Found
P08553	Not Found
P13707	Not Found
Q5SX40	Not Found
Q80UU9	Not Found
Q7TMI0	Not Found
P21614	Not Found
Q61753	Not Found
P15331	Not Found
Q9D6R2	Not Found
Q9JHU9	Not Found
Q91X72	Not Found
P18760	Not Found
Q99N28	Not Found
P97457	Not Found
Q02819	Not Found
Q5D0B0	Not Found
P35979	Not Found
O35639	Not Found
Q60864	Not Found
P27773	Not Found
Q8BWT1	Not Found
P19246	Not Found
P03995	Not Found
P10518	Not Found
Q9Z2U0	Not Found
Q8K183	Not Found
Q62433	Not Found
P62748	Not Found
Q8K0E8	Not Found
Q9CQA3	Not Found
P62835	Not Found
Q8BFZ9	Not Found
Q93092	Not Found
P17742	Not Found
Q3KQQ4	Not Found
Q922A2	Not Found
O55103	Not Found
Q9CWS0	Not Found
P97807	Not Found
Q9D051	Not Found
Q9Z2I8	Not Found
Q6ZPJ3	Not Found
E1BJB4	Not Found
Q802A9	Not Found
Q64434	Not Found
Q93637	Not Found
Q19289	Not Found
Q86PI8	Not Found
Q7K7J0	Not Found
G5EEL1	Not Found
Q9U252	Not Found
Q17744	Not Found
G5EGG8	Not Found
Q8IU04	Not Found
Q7JP75	Not Found
Q09442	Not Found
P19826	Not Found
Q8MXU3	Not Found
Q17746	Not Found
Q03601	Not Found
Q19019	Not Found
Q95Y58	Not Found
Q93231	Not Found
Q1XFY2	Not Found
Q9TXI1	Not Found
Q22983	Not Found
O16684	Not Found
G5EBF5	Not Found
Q3Y407	Not Found
Q10130	Not Found
Q93203	Not Found
O44770	Not Found
B4URA9	Not Found
B2BUI7	Not Found
P01893	HLA-H
Q96K12	FAR2
Q1ZYL5	Not Found
Q59ES3	Not Found
Q9BXH2	Not Found
A0A0G2K692	Not Found
P20671	HIST1H2AD
Q8IIN1	Not Found
P12980	LYL1
P0A7S3	Not Found
Q8X9M2	Not Found
P0A7T3	Not Found
P0AG63	Not Found
Q1R358	Not Found
P0A7W1	Not Found
P02358	Not Found
P0A7W7	Not Found
P0A7X3	Not Found
P0ADY3	Not Found
P02413	Not Found
P0A7L3	Not Found
P0AG48	Not Found
P0ADZ0	Not Found
P0A7M6	Not Found
P0AG51	Not Found
P60438	Not Found
P0A7R1	Not Found
Q2TA12	Not Found
Q2YDI0	Not Found
Q3T0L3	Not Found
Q3SZX5	Not Found
Q3SYS0	Not Found
Q9FNE9	Not Found
Q9ULM3	YEATS2
P38742	Not Found
O35495	Not Found
H0Y7E6	EIF3L
A8CGI2	Not Found
Q96C23	GALM
P23818	Not Found
Q02563	Not Found
Q9JI91	Not Found
Q8K592	Not Found
P14824	Not Found
P97315	Not Found
Q99JY0	Not Found
P58252	Not Found
Q5HZJ5	Not Found
O35382	Not Found
P27601	Not Found
P08752	Not Found
Q9CRA5	Not Found
P63242	Not Found
P63318	Not Found
Q505F5	Not Found
Q810U3	Not Found
P17710	Not Found
P43029	Not Found
P58281	Not Found
P12382	Not Found
P47857	Not Found
Q9EPX2	Not Found
Q3UHJ0	Not Found
Q5D525	Not Found
Q68FG2	Not Found
Q6PEE6	Not Found
Q80ST6	Not Found
Q80TZ3	Not Found
Q80U36	Not Found
Q8BFR5	Not Found
Q8BPH1	Not Found
Q8BYI9	Not Found
Q8VCE0	Not Found
Q91VB8	Not Found
Q921S5	Not Found
Q9CUV1	Not Found
Q9CW47	Not Found
Q9D5T7	Not Found
Q9ERF8	Not Found
Q9R1V6	Not Found
Q9WVS4	Not Found
Q9Z1B3	Not Found
Q8K0T0	Not Found
Q5DTT3	Not Found
Q7TMM9	Not Found
Q71LX4	Not Found
P50518	Not Found
Q8BZZ3	Not Found
A6I691	Not Found
Q05962	Not Found
P19511	Not Found
Q6PDU7	Not Found
B2RYS2	Not Found
P18418	Not Found
Q63198	Not Found
P02454	Not Found
Q9Z2F5	Not Found
P04166	Not Found
Q6AYA6	Not Found
D3ZLE0	Not Found
D3ZZQ1	Not Found
D4A133	Not Found
D4A3V2	Not Found
Q9QXU8	Not Found
Q6AYH5	Not Found
Q63474	Not Found
P10860	Not Found
Q6P6R2	Not Found
O55096	Not Found
Q62951	Not Found
Q62798	Not Found
Q5XI56	Not Found
P14408	Not Found
P05708	Not Found
Q99NA5	Not Found
P07335	Not Found
P25809	Not Found
Q5XIT1	Not Found
Q641Y2	Not Found
O54755	Not Found
Q5XI78	Not Found
P08461	Not Found
Q2TA68	Not Found
P13596	Not Found
P26453	Not Found
P47860	Not Found
P67779	Not Found
P83871	Not Found
P08289	Not Found
P35704	Not Found
P60892	Not Found
Q4V8D3	Not Found
Q5U214	Not Found
Q5XHX5	Not Found
Q63654	Not Found
Q66HM2	Not Found
Q6P6W6	Not Found
Q6P783	Not Found
Q6PCU0	Not Found
Q6QI53	Not Found
Q6XD99	Not Found
Q8SEZ5	Not Found
Q91ZK1	Not Found
Q99PS3	Not Found
Q9JI04	Not Found
Q9JMB2	Not Found
Q68FY0	Not Found
Q5M882	Not Found
Q6AXV4	Not Found
P54921	Not Found
P16086	Not Found
Q62753	Not Found
Q5XIF6	Not Found
P01830	Not Found
P62815	Not Found
Q6PCU2	Not Found
Q9Z2L0	Not Found
Q9R1Z0	Not Found
Q9EPI1	Not Found
P62484	Not Found
Q8BKX1	Not Found
ensembl:ENSG00000129521	Not Found
Q99JY1	Not Found
Q8BX10	Not Found
P78539	SRPX
P01602	IGKV1-5
P82921	MRPS21
Q96AY3	FKBP10
Q9NSB2	KRT84
Q7Z3J3	RGPD4
B5MDQ0	ERCC6L
Q7YTZ1	Not Found
P23378	GLDC
C9JYE9	E2F5
B4DN30	Not Found
Q647K1	Not Found
B0QY89	EIF3EIP
A0A804HIM8	Not Found
Q9BX72	Not Found
O95065	Not Found
Q7Z4H1	Not Found
B3KSH1	EIF3F
Q15270	NKX1-1
A4D1J9	Not Found
B4DPD5	Not Found
P36969	GPX4
Q9Y6E3	Not Found
Q659F9	Not Found
Q9P1S2	Not Found
Q8WUW6	Not Found
Q99666	RGPD5
C4AM86	KRT35
Q68DG8	Not Found
O75271	Not Found
A6NNY8	USP27X
Q9Y2G5	POFUT2
Q96GX2	ATXN7L3B
W4VSR2	Not Found
Q9Y654	Not Found
Q4VC15	Not Found
Q9NXW1	Not Found
A6NMY6	ANXA2P2
P06312	IGKV4-1
Q8NF17	Not Found
Q92901	RPL3L
B5MD87	PYCRL
A4D0S4	LAMB4
Q6ZTH0	Not Found
A3KMH1	VWA8
Q9NZ48	Not Found
Q8IZK2	Not Found
refseq:XP_293026	Not Found
B1AM27	UNC13B
F6VEM6	BAG6
Q8N6M7	Not Found
Q9R8E4	Not Found
Q61462	Not Found
Q3U0V2	Not Found
Q8CFE4	Not Found
Q91VL8	Not Found
Q9QXG9	Not Found
P02510	Not Found
Q60973	Not Found
Q80YR6	Not Found
Q9TTE1	Not Found
Q12402	Not Found
Q9QXP7	Not Found
Q8CFR0	Not Found
Q8N335	GPD1L
Q6DFI7	Not Found
Q99766	ATP5S
Q6NR77	Not Found
Q9BXT8	RNF17
Q9BG77	Not Found
Q61001	Not Found
P02469	Not Found
Q61292	Not Found
P02468	Not Found
P12370	Not Found
Q9BZ74	Not Found
P55001	MFAP2
P56857	Not Found
Q68CN4	Not Found
O15391	YY2
Q8VD37	Not Found
Q8K3P5	Not Found
P61589	Not Found
P11346	Not Found
ensembl:ENSG00000149922	Not Found
ensembl:ENSG00000183072	Not Found
Q16343	Not Found
Q9Y2Q9	MRPS28
Q6Y678	Not Found
Q8I701	Not Found
"chebi:""CHEBI:62880"""	Not Found
O75879	PET112
P70673	Not Found
B2RUS7	Not Found
Q9Y606	PUS1
Q9BXW7	CECR5
Q16674	MIA
Q9WVC5	Not Found
Q01668	CACNA1D
Q9CS84	Not Found
P49744	Not Found
Q9JMH6	Not Found
P49432	Not Found
P85108	Not Found
Q6AYZ1	Not Found
Q6P9V9	Not Found
Q6IMF3	Not Found
P52303	Not Found
P97536	Not Found
Q5RJQ4	Not Found
P52296	Not Found
A6IPG1	Not Found
P04256	Not Found
A6HE59	Not Found
P62083	Not Found
Q5XIM7	Not Found
P13233	Not Found
Q6AY09	Not Found
Q5XIM9	Not Found
Q3MHS9	Not Found
P25286	Not Found
Q8VHF5	Not Found
Q9ER34	Not Found
P26284	Not Found
P53534	Not Found
P47858	Not Found
P09606	Not Found
P04636	Not Found
P06686	Not Found
Q4FZU2	Not Found
Q60597	Not Found
Q8CI94	Not Found
Q7TMK9	Not Found
P42669	Not Found
Q6ZQ38	Not Found
Q8R081	Not Found
Q9D7G0	Not Found
P05202	Not Found
P61922	Not Found
Q9R111	Not Found
P00563	Not Found
Q9VK31	Not Found
Q06385	Not Found
Q9VQ93	Not Found
Q9VSF0	Not Found
Q9VBD0	Not Found
Q8INB9	Not Found
Q9Y128	Not Found
Q7K9H6	Not Found
Q8BKI2	Not Found
Q9DHW0	Not Found
Q5SUQ9	Not Found
O13852	Not Found
Q8VEK3	Not Found
Q9JJW6	Not Found
Q9WV02	Not Found
A0A583ZBW7	Not Found
Q546I7	Not Found
Q00977	Not Found
P70689	Not Found
Q8R0H9	Not Found
P28231	Not Found
P28230	Not Found
Q9NBK5	Not Found
Q4R4P0	Not Found
Q7T1S3	Not Found
Q9XTF3	Not Found
Q66H76	Not Found
F1M7Y5	Not Found
refseq:XP_220308	Not Found
Q9FD10	Not Found
Q9Z2F6	Not Found
P35456	Not Found
P20918	Not Found
Q9I9A7	Not Found
Q920P2	Not Found
Q9D3U9	Not Found
Q8VHH7	Not Found
ensembl:ENSMUSG00000042745	Not Found
ensembl:ENSMUSG00000025880	Not Found
Q45VV3	Not Found
Q641G4	Not Found
Q2TAW0	Not Found
Q91784	Not Found
Q2TBA3	Not Found
P03231	Not Found
Q9JJF3	Not Found
Q6IMK2	Not Found
O35821	Not Found
Q9JM58	Not Found
O54774	Not Found
P62882	Not Found
Q9VHV8	Not Found
P68198	Not Found
P14682	Not Found
Q77NN4	Not Found
Q89246	Not Found
Q0VGV1	Not Found
Q6P452	ANXA4
A0A0S2Z377	Not Found
Q8IXH6	TP53INP2
Q6URK6	Not Found
Q5U349	Not Found
P34930	Not Found
ensembl:ENSG00000105514	Not Found
ensembl:ENSG00000167964	Not Found
O43091	Not Found
O13851	Not Found
Q84L30	Not Found
P70351	Not Found
B5DFH1	Not Found
P11762	Not Found
Q8VD72	Not Found
D5MTH0	Not Found
Q4JR05	Not Found
Q8N7Q3	ZNF676
Q64525	Not Found
Q8CFI7	Not Found
A3KFM7	Not Found
P54276	Not Found
P43247	Not Found
P14733	Not Found
P49718	Not Found
Q9EPL8	Not Found
